"report_id","date_time","police_beat","street_no","street_dir","street_name","street_type","cross_st_dir","cross_st_name","cross_st_type","violation_section","violation_type","charge_desc","injured","killed","hit_run_lvl"
"605879","2016-07-11 21:49:00","315","2300"," ","NORTHSIDE","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"605881","2016-07-11 22:50:00","517","2100"," ","F","STREET"," "," "," ","22450","VC","STOP REQUIREMENTS","1","0",""
"605902","2016-07-12 00:01:00","313","8800"," ","BALBOA","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605943","2016-07-12 00:01:00","442","1400","S","38TH","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605941","2016-07-12 01:57:00","511","3700"," ","DALBERGIA","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605966","2016-07-12 05:30:00","822","5800"," ","EL CAJON","BOULEVARD"," "," "," ","20002(A)","VC","HIT AND RUN","1","0","MISDEMEANOR"
"605939","2016-07-12 06:10:00","821","6300"," ","EL CAJON","BOULEVARD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606073","2016-07-12 06:45:00","713","5000"," ","CRESCENT BAY","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"605944","2016-07-12 07:00:00","443","1600","S","40TH","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605849","2016-07-12 07:27:00","614","4800"," ","VOLTAIRE","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"171990","2016-07-12 08:08:00","242","9500"," ","MIRA MESA","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","2","0",""
"606113","2016-07-12 11:00:00","721","900"," ","SATURN","BOULEVARD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"605959","2016-07-12 11:32:00","524","600","W","BROADWAY"," "," "," "," ","21801A","VC","LEFT TURN YIELD UNTIL SAFE OR U-TURN","3","0",""
"606141","2016-07-12 13:00:00","615","2900"," ","EMERSON","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605931","2016-07-12 14:20:00","122","600"," ","CHALCEDONY","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605932","2016-07-12 14:20:00","124","300"," ","FORWARD","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605870","2016-07-12 14:25:00","313","3800"," ","CONVOY","STREET"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0","MISDEMEANOR"
"605907","2016-07-12 14:41:00","529","1900"," ","05TH","AVENUE"," "," "," ","22450(A)","VC","STOP REQUIREMENTS STATE STOP LINE","1","0",""
"605848","2016-07-12 15:00:00","611","3300"," ","ROSECRANS","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605875","2016-07-12 15:29:00","614","2400"," ","SUNSET CLIFFS","BOULEVARD"," "," "," ","21703","VC","FOLLOWING TOO CLOSELY","1","0",""
"605874","2016-07-12 15:36:00","315","3400"," ","CAM DEL RIO SOUTH"," "," "," "," ","21804","VC","ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY","1","0",""
"605884","2016-07-12 15:54:00","124","0"," ","LA JOLLA VILLAGE","DRIVE"," ","VILLA LA JOLLA","DRIVE","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"605871","2016-07-12 15:59:00","627","3700"," ","04TH","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605972","2016-07-12 16:30:00","122","1400"," ","BERYL","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606069","2016-07-12 16:30:00","723","3000"," ","IRIS","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"605850","2016-07-12 16:45:00","242","10700"," ","WESTVIEW","PARKWAY"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606067","2016-07-12 16:53:00","524","200","W","A","STREET"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"605913","2016-07-12 17:18:00","623","7000"," ","FRIARS","ROAD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"606428","2016-07-12 17:48:00","724","600"," ","HOLLISTER","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605851","2016-07-12 18:17:00","315","3500"," ","CAM DEL RIO NORTH"," "," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605894","2016-07-12 18:50:00","524","900"," ","11TH","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605900","2016-07-12 19:15:00","622","5100"," ","LINDA VISTA","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605867","2016-07-12 19:20:00","115","4500"," ","LA JOLLA VILLAGE","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605942","2016-07-12 22:00:00","529","300","W","KALMIA","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605909","2016-07-12 22:10:00","122","900"," ","EMERALD","STREET"," "," "," ","21801A","VC","LEFT TURN YIELD UNTIL SAFE OR U-TURN","1","0",""
"605889","2016-07-12 22:21:00","937","17100"," ","CAM DEL SUR"," "," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"605876","2016-07-12 22:55:00","628","3500"," ","INDIA","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","2","0",""
"605912","2016-07-12 23:02:00","621","2400"," ","ULRIC","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"606106","2016-07-13 00:01:00","321","6500"," ","AMBROSIA","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605893","2016-07-13 00:15:00","512","200","S","28TH","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606072","2016-07-13 00:16:00","722","1700"," ","ORO VISTA","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"606347","2016-07-13 05:49:00","441","3800"," ","NATIONAL","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"605938","2016-07-13 08:00:00","821","4900"," ","69TH","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605906","2016-07-13 08:30:00","311","2600"," ","MURRAY RIDGE","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605916","2016-07-13 09:42:00","314","3000"," ","HEALTH CENTER","DRIVE"," "," "," ","21804","VC","ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY","1","0",""
"605898","2016-07-13 09:45:00","234","16500"," ","BERNARDO CENTER","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605915","2016-07-13 09:56:00","311","3300"," ","SANDROCK","ROAD"," "," "," ","21451A","VC","VEHICULAR TRAFFIC GREEN LIGHT","1","0",""
"606395","2016-07-13 10:00:00","614","4900"," ","VOLTAIRE","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605958","2016-07-13 10:27:00","114","5500"," ","CLAIREMONT MESA","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"605936","2016-07-13 10:36:00","814","4700"," ","WEST MTN VIEW","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605953","2016-07-13 10:40:00","325","9200"," ","MISSION GORGE","ROAD"," "," "," ","21451A","VC","VEHICULAR TRAFFIC GREEN LIGHT","1","0",""
"605911","2016-07-13 10:43:00","243","8800"," ","MIRAMAR","ROAD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"606201","2016-07-13 10:50:00","232","14700"," ","CAM DEL NORTE"," "," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0",""
"605940","2016-07-13 11:38:00","814","4700"," ","32ND","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606094","2016-07-13 11:38:00","613","4300"," ","WEST POINT LOMA","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0",""
"605960","2016-07-13 12:21:00","827","3800"," ","54TH","STREET"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","3","0",""
"605933","2016-07-13 13:30:00","115","4100"," ","REGENTS PARK","ROW"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606131","2016-07-13 14:08:00","934","13500"," ","EL CAMINO REAL"," "," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"605917","2016-07-13 14:17:00","234","12600"," ","HIGA","PLACE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"605927","2016-07-13 14:55:00","312","10400"," ","TIERRASANTA","BOULEVARD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605950","2016-07-13 15:00:00","614","5100"," ","WEST POINT LOMA","BOULEVARD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"605963","2016-07-13 15:30:00","441","4400"," ","IMPERIAL","AVENUE"," "," "," ","23152A","VC","DUI ALCOHOL AND/OR DRUGS","1","0",""
"606849","2016-07-13 16:10:00","438","5900"," ","ALBEMARLE","STREET"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","0","0",""
"605896","2016-07-13 17:00:00","115","9900"," ","GENESEE","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606025","2016-07-13 17:30:00","529","1700"," ","04TH","AVENUE"," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0","MISDEMEANOR"
"606070","2016-07-13 17:37:00","712","400","W","SAN YSIDRO","BOULEVARD"," "," "," ","21750","VC","OVERTAKE AND PASS TO LEFT","1","0",""
"606090","2016-07-13 17:38:00","315","900"," ","CAM DE LA REINA"," "," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0","MISDEMEANOR"
"607021","2016-07-13 20:25:00","813","2500"," ","UPAS","STREET"," "," "," ","22450(A)","VC","STOP REQUIREMENTS STATE STOP LINE","1","0",""
"606118","2016-07-13 21:27:00","931","6700"," ","TOP GUN","STREET"," "," "," ","22450","VC","STOP REQUIREMENTS","0","0","MISDEMEANOR"
"605914","2016-07-13 22:25:00","614","2400"," ","SUNSET CLIFFS","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"606014","2016-07-13 23:08:00","723","800"," ","PICADOR","BOULEVARD"," "," "," ","21804","VC","ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY","1","0","MISDEMEANOR"
"606046","2016-07-13 23:39:00","313","4000"," ","CONVOY","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"606027","2016-07-14 00:01:00","233","9300"," ","TWIN TRAILS","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606026","2016-07-14 01:44:00","623","2400"," ","HOTEL CIRCLE","PLACE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605956","2016-07-14 01:46:00","114","4400"," ","BANNOCK","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"605968","2016-07-14 05:30:00","831","4300"," ","EUCLID","AVENUE"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","0","0","MISDEMEANOR"
"606193","2016-07-14 08:01:00","311","3300"," ","MURPHY CANYON","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"605988","2016-07-14 10:45:00","524","900"," ","A","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"606030","2016-07-14 11:35:00","233","13100"," ","BLACK MTN","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605986","2016-07-14 12:00:00","838","0"," ","33RD","STREET"," ","EL CAJON","BOULEVARD","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"606009","2016-07-14 13:40:00","614","2100"," ","SUNSET CLIFFS","BOULEVARD"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","2","0",""
"606068","2016-07-14 13:40:00","512","10"," ","29TH","STREET"," "," "," ","21802A","VC","ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE","1","0",""
"606400","2016-07-14 13:49:00","514","2200"," ","IMPERIAL","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"605989","2016-07-14 13:50:00","529","0"," ","04TH","AVENUE"," ","JUNIPER","STREET","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","3","0",""
"605962","2016-07-14 14:09:00","931","5300"," ","MIRA MESA","BOULEVARD"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"606008","2016-07-14 14:20:00","234","16700"," ","BERNARDO CENTER","DRIVE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"606071","2016-07-14 14:38:00","712","1700"," ","SMYTHE","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"605947","2016-07-14 15:45:00","627","4000"," ","08TH","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"605957","2016-07-14 16:07:00","122","2500"," ","GRAND","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0",""
"605925","2016-07-14 16:40:00","326","5800"," ","HARDY","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605981","2016-07-14 17:45:00","811","3200"," ","ADAMS","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605935","2016-07-14 18:15:00","115","4200"," ","EASTGATE","MALL"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","0","0","MISDEMEANOR"
"605971","2016-07-14 18:18:00","123","1400"," ","WEST MISSION BAY","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606183","2016-07-14 18:19:00","627","0"," ","ESSEX","STREET"," ","VERMONT","STREET","21800A","VC","UNCONTROLLED INTERSECTIONYIELD TO FIRST VEHICLE WITHIN","1","0","MISDEMEANOR"
"606430","2016-07-14 18:19:00","614","5000"," ","NEWPORT","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606016","2016-07-14 18:35:00","446","4700"," ","IMPERIAL","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605930","2016-07-14 18:38:00","121","2900"," ","MISSION","BOULEVARD"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0","MISDEMEANOR"
"606044","2016-07-14 18:40:00","314","3300"," ","KEARNY VILLA","LANE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"605929","2016-07-14 19:15:00","115","3500"," ","GOVERNOR","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606018","2016-07-14 19:48:00","441","4400"," ","KEELER","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0","MISDEMEANOR"
"606327","2016-07-14 20:00:00","521","1400"," ","MARKET","STREET"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605969","2016-07-14 20:07:00","814","3400"," ","NORTH MTN VIEW","DRIVE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"606422","2016-07-14 21:00:00","721","1800"," ","CORONADO","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"605964","2016-07-14 21:30:00","934","13100"," ","EL CAMINO REAL"," "," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","3","0",""
"605970","2016-07-14 21:40:00","447","3000"," ","EUCLID","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605924","2016-07-14 22:35:00","813","4500"," ","ILLINOIS","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605987","2016-07-14 22:50:00","524","800"," ","G","STREET"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"605923","2016-07-14 23:19:00","611","2700"," ","MIDWAY","DRIVE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605928","2016-07-14 23:55:00","122","900"," ","GARNET","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605949","2016-07-15 00:05:00","624","4300"," ","ALABAMA","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"606040","2016-07-15 00:05:00","624","4300"," ","ALABAMA","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0",""
"606331","2016-07-15 00:08:00","124","7700"," ","IVANHOE","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606048","2016-07-15 00:15:00","122","4500"," ","MISSION BAY","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0",""
"606011","2016-07-15 00:57:00","451","5800"," ","COLLEGE GROVE","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0","MISDEMEANOR"
"605954","2016-07-15 01:09:00","124","7300"," ","DRAPER","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"606124","2016-07-15 01:46:00","512","200","S","EVANS","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"606003","2016-07-15 01:50:00","624","4100"," ","CLEVELAND","AVENUE"," "," "," ","21703","VC","FOLLOWING TOO CLOSELY","0","0","MISDEMEANOR"
"606116","2016-07-15 02:19:00","521","1400"," ","MARKET","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"605955","2016-07-15 02:39:00","114","4000"," ","CLAIREMONT MESA","BOULEVARD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0",""
"605999","2016-07-15 08:44:00","828","3900"," ","WINONA","AVENUE"," "," "," ","21703","VC","FOLLOWING TOO CLOSELY","4","0",""
"606189","2016-07-15 08:49:00","611","2600"," ","TRUXTUN","ROAD"," "," "," ","21950A","VC","YIELD RIGHT OF WAY TO PEDESTRIANS","1","0",""
"605965","2016-07-15 09:20:00","934","5900"," ","VILLAGE","WAY"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"605994","2016-07-15 11:22:00","111","4200"," ","MT ABERNATHY","AVENUE"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","2","0",""
"605995","2016-07-15 12:15:00","122","700"," ","HORNBLEND","STREET"," "," "," ","21800A","VC","UNCONTROLLED INTERSECTIONYIELD TO FIRST VEHICLE WITHIN","1","0",""
"606043","2016-07-15 12:55:00","234","12600"," ","PASEO DEL VERANO"," "," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","2","0",""
"606745","2016-07-15 13:36:00","628","1500"," ","SASSAFRAS","STREET"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","1","0","MISDEMEANOR"
"606038","2016-07-15 14:19:00","623","2300"," ","HOTEL CIRCLE SOUTH"," "," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","1","0",""
"606058","2016-07-15 14:21:00","315","3800"," ","CAM DEL RIO NORTH"," "," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","2","0",""
"606034","2016-07-15 15:15:00","234","15200"," ","MATURIN","DRIVE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"606421","2016-07-15 15:15:00","721","1800"," ","PALM","AVENUE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"606037","2016-07-15 15:28:00","615","1600"," ","EVERGREEN","STREET"," "," "," ","22100B","VC","LEFT TURNS AT INTERSECTIONS","1","0",""
"605980","2016-07-15 15:30:00","813","3800"," ","32ND","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606007","2016-07-15 16:05:00","243","7500"," ","TRADE","STREET"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"606181","2016-07-15 16:30:00","112","5300"," ","MT ALIFAN","DRIVE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","2","0","MISDEMEANOR"
"606195","2016-07-15 16:45:00","611","3000"," ","MIDWAY","DRIVE"," "," "," ","21456B","VC","PEDESTRIAN TRAFFIC 'WAIT' SIGN","1","0",""
"606039","2016-07-15 17:57:00","116","1300"," ","MORENA","BOULEVARD"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"606194","2016-07-15 18:10:00","621","6300"," ","OSLER","STREET"," "," "," ","21650","VC","FAILURE TO DRIVE ON RIGHT SIDE OF ROADWAY","1","0",""
"605998","2016-07-15 18:30:00","838","4100"," ","36TH","STREET"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","1","0",""
"606004","2016-07-15 18:34:00","627","3700"," ","06TH","AVENUE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","1","0","MISDEMEANOR"
"606036","2016-07-15 19:13:00","611","3700"," ","SPORTS ARENA","BOULEVARD"," "," "," ","21453A","VC","RED OR STOPVEHICLES STOP AT LIMIT LINE","1","0",""
"606042","2016-07-15 19:18:00","242","9400"," ","GOLD COAST","DRIVE"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","1","0",""
"605983","2016-07-15 20:00:00","121","1000"," ","WEST MISSION BAY","DRIVE"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","1","0","MISDEMEANOR"
"606019","2016-07-16 00:00:00","433","6600"," ","WUNDERLIN","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606015","2016-07-16 00:01:00","712","3000"," ","TEQUILA","WAY"," "," "," ","22106","VC","STARTING PARKED VEHICLES OR BACKING","0","0","MISDEMEANOR"
"606078","2016-07-16 03:40:00","528","200","W","ASH","STREET"," "," "," ","22350","VC","VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS","0","0",""
"605982","2016-07-16 03:44:00","822","5400"," ","UNIVERSITY","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606031","2016-07-16 03:46:00","313","7900"," ","RONSON","ROAD"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
"606066","2016-07-16 06:23:00","517","800"," ","25TH","STREET"," "," "," ","22450","VC","STOP REQUIREMENTS","1","0",""
"606084","2016-07-16 07:45:00","932","12600"," ","NORTH TORREY PINES","ROAD"," "," "," ","MISC-HAZ","VC","MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE","0","0","MISDEMEANOR"
"606032","2016-07-16 10:25:00","114","4800"," ","GENESEE","AVENUE"," "," "," ","22107","VC","TURNING MOVEMENTS AND REQUIRED SIGNALS","0","0","MISDEMEANOR"
